Day;Month;Year;Plot;Subplot;Group;Order;Family;Species;Plant;Plant_Simple;Time;Abundances
13;5;2019;8;C5;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;4
13;5;2019;8;C5;Butterflies;Lepidoptera;NA;NA;PUPA;PUPA;13.36;1
13;5;2019;8;D2;Butterflies;Lepidoptera;NA;NA;PUPA;PUPA;13.36;1
13;5;2019;8;D2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13.36;1
13;5;2019;8;D6;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;3
13;5;2019;8;E6;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;1
13;5;2019;8;F1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13.36;1
13;5;2019;8;F4;Bees;Hymenoptera;Apoidea;NA;PUPA;PUPA;13.36;1
13;5;2019;8;F4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13.36;1
13;5;2019;8;F5;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;2
14;4;2016;1;NA;NA;NA;NA;NA;CETE;CETE;15.30;1
14;4;2016;1;NA;NA;NA;NA;NA;ME;ME;15.30;1
14;4;2016;2;NA;NA;NA;NA;NA;CETE;CETE;16;1
14;4;2016;2;NA;NA;NA;NA;NA;ME;ME;16;1
14;4;2016;3;NA;NA;NA;NA;NA;CETE;CETE;16.30;1
14;4;2016;3;NA;NA;NA;NA;NA;ME;ME;16.30;1
14;4;2016;4;E1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.45;2
14;4;2016;5;A1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12;5
14;4;2016;5;A3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12;2
14;4;2016;5;B2;Bees;Hymenoptera;Andrenidae;NA;LEMA;LEMA;12;1
14;4;2016;5;B2;Bees;Hymenoptera;Megachilidae;Osmia_ligurica;LEMA;LEMA;12;1
14;4;2016;5;B3;Bees;Hymenoptera;Megachilidae;Osmia_ligurica;LEMA;LEMA;12;1
14;4;2016;5;B3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12;6
14;4;2016;5;B6;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12;1
14;4;2016;5;C4;Bees;Hymenoptera;Megachilidae;Osmia_ligurica;LEMA;LEMA;12;1
14;4;2016;5;C6;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12;1
14;4;2016;5;D4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12;5
14;4;2016;5;D6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12;1
14;4;2016;5;D6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12;1
14;4;2016;5;E3;Bees;Hymenoptera;Megachilidae;Osmia_ligurica;LEMA;LEMA;12;1
14;4;2016;6;A2;Beetles;Coleoptera;NA;NA;BEMA;BEMA;13.30;1
14;4;2016;6;A2;Flies;Diptera;NA;NA;BEMA;BEMA;13.30;1
14;4;2016;6;B1;Flies;Diptera;Syrphidae;NA;BEMA;BEMA;13.30;1
14;4;2016;6;B2;Beetles;Coleoptera;NA;NA;BEMA;BEMA;13.30;1
14;4;2016;6;C1;Beetles;Coleoptera;NA;NA;BEMA;BEMA;13.30;1
14;4;2016;6;C1;Flies;Diptera;Syrphidae;NA;BEMA;BEMA;13.30;1
14;4;2016;6;E2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13.30;1
14;4;2016;7;A6;Beetles;Coleoptera;NA;NA;CHMI;CHMI;14.15;1
14;4;2016;7;A6;Flies;Diptera;NA;NA;CHMI;CHMI;14.15;1
14;4;2016;7;A6;Flies;Diptera;Sarcophagidae;Sarcophaga_sp.;CHMI;CHMI;14.15;1
14;4;2016;7;A6;Flies;Diptera;Syrphidae;NA;CHMI;CHMI;14.15;1
14;4;2016;7;A6;NA;NA;NA;NA;CHMI;CHMI;14.15;1
14;4;2016;7;D6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;CHMI;CHMI;14.15;1
14;4;2016;7;D6;Flies;Diptera;Bombyliidae;NA;CHMI;CHMI;14.15;1
14;4;2016;7;D6;Flies;Diptera;NA;NA;CHMI;CHMI;14.15;1
14;4;2016;7;D6;Flies;Diptera;Syrphidae;NA;CHMI;CHMI;14.15;1
14;4;2016;7;E6;Flies;Diptera;NA;NA;BEMA;BEMA;14.15;1
14;4;2016;8;B5;Bees;Hymenoptera;Halictidae;Lasioglossum_sp.;ME;ME;15;1
14;4;2016;8;F1;Beetles;Coleoptera;NA;NA;BEMA;BEMA;15;1
14;4;2016;8;F1;Beetles;Coleoptera;NA;NA;CHMI;CHMI;15;1
14;4;2016;8;F1;Flies;Diptera;Bombyliidae;NA;CHMI;CHMI;15;1
14;4;2016;8;F1;Flies;Diptera;Syrphidae;NA;CHMI;CHMI;15;1
14;6;2016;1;A2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12;1
14;6;2016;1;A3;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12;2
14;6;2016;1;B1;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12;4
14;6;2016;1;B6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12;2
14;6;2016;1;D4;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12;1
14;6;2016;1;F6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;6
14;6;2016;2;A4;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12.30;1
14;6;2016;2;B5;Bees;Hymenoptera;NA;NA;PUPA;PUPA;12.30;1
14;6;2016;2;C5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12.30;1
14;6;2016;2;E2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12.30;1
14;6;2016;2;E6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12.30;2
14;6;2016;2;F6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;12.30;1
14;6;2016;3;C5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13;1
14;6;2016;3;D2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13;1
14;6;2016;3;E1;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13;1
14;6;2016;3;E4;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13;1
14;6;2016;3;F2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13;1
14;6;2016;5;D5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13.30;1
14;6;2016;5;E1;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13.30;1
14;6;2016;5;E4;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13.30;1
14;6;2016;5;E6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;13.30;1
14;6;2016;7;A2;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;14;2
14;6;2016;7;A3;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;14;1
14;6;2016;7;A4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;1
14;6;2016;7;A5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;4
14;6;2016;7;A6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;4
14;6;2016;7;C5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;1
14;6;2016;7;C6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;1
14;6;2016;7;D1;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;14;1
14;6;2016;7;E1;Bees;Hymenoptera;Halictidae;Sphecodes_sp.;PUPA;PUPA;14;1
14;6;2016;7;E2;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;14;1
14;6;2016;7;E3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;1
14;6;2016;7;E6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;1
14;6;2016;7;F1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;1
14;6;2016;7;F2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;2
14;6;2016;7;F3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;4
14;6;2016;7;F4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;3
14;6;2016;7;F4;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;14;2
14;6;2016;7;F5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;2
14;6;2016;7;F6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14;2
14;6;2016;8;A5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;2
14;6;2016;8;A5;Flies;Diptera;Syrphidae;NA;PUPA;PUPA;14.30;2
14;6;2016;8;A6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;3
14;6;2016;8;D2;Butterflies;Lepidoptera;Pieridae;Pontia_sp.;PUPA;PUPA;14.30;1
14;6;2016;8;D3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;3
14;6;2016;8;D4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;1
14;6;2016;8;D5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;2
14;6;2016;8;E1;Flies;Diptera;Syrphidae;NA;PUPA;PUPA;14.30;1
14;6;2016;8;E2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;1
14;6;2016;8;E3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;1
14;6;2016;8;E5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;2
14;6;2016;8;E6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;2
14;6;2016;8;F6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;14.30;2
15;2;2019;1;A2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;14.40;1
15;2;2019;1;B2;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;CHFU;CHFU;14.40;1
15;2;2019;2;A3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;14.34;1
15;2;2019;3;C3;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;14.34;1
15;2;2019;4;A5;Flies;Diptera;Syrphidae;Eupeodes_corollae;CHFU;CHFU;14;1
15;2;2019;4;C5;Flies;Diptera;Syrphidae;NA;RAPE;RAPE;14;1
15;2;2019;5;A3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.52;1
15;2;2019;5;A5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.52;1
15;2;2019;5;B2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.52;1
15;2;2019;6;A2;Beetles;Coleoptera;Bruchidae;NA;CHFU;CHFU;13.52;1
15;2;2019;6;A3;Flies;Diptera;Syrphidae;Chrysotoxum_sp.;RAPE;RAPE;13.52;1
15;2;2019;7;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.14;1
15;2;2019;7;C2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.14;1
15;2;2019;7;C5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.14;1
15;2;2019;7;E2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.14;1
15;2;2019;8;A4;Flies;Diptera;NA;NA;CHFU;CHFU;13;1
15;2;2019;8;D3;Bees;Hymenoptera;Ichneumonidae;Diplazon_sp.;CHFU;CHFU;13;1
15;2;2019;8;D6;Flies;Diptera;Syrphidae;Eupeodes_corollae;CHFU;CHFU;13;1
15;2;2019;9;D3;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;CHFU;CHFU;12;1
15;2;2019;9;E4;Flies;Diptera;NA;NA;CHFU;CHFU;12;1
15;5;2016;7;F6;Butterflies;Lepidoptera;Pieridae;Colias_croceus;PUPA;PUPA;NA;1
15;5;2016;8;A3;Butterflies;Lepidoptera;Pieridae;Colias_croceus;PUPA;PUPA;NA;1
15;5;2016;8;C3;Butterflies;Lepidoptera;Pieridae;Colias_croceus;PUPA;PUPA;NA;1
15;5;2016;8;C6;Butterflies;Lepidoptera;Pieridae;Colias_croceus;PUPA;PUPA;NA;1
17;3;2016;1;B3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;17.25;1
17;3;2016;1;C6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;17.25;1
17;3;2016;1;E1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;17.25;1
17;3;2016;1;E2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;17.25;1
17;3;2016;1;F2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;17.25;1
17;3;2016;2;A2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.55;2
17;3;2016;2;C6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.55;2
17;3;2016;2;F2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.55;1
17;3;2016;3;A1;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;LEMA;LEMA;16.25;1
17;3;2016;3;C3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.25;1
17;3;2016;3;D1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.25;2
17;3;2016;3;D4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.25;2
17;3;2016;3;F1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;16.25;1
17;3;2016;4;D2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;15.55;1
17;3;2016;4;E1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;15.55;6
17;3;2016;5;B2;Flies;Diptera;NA;NA;SPRU;SPRU;15.25;1
17;3;2016;5;B3;Flies;Diptera;NA;NA;ME;ME;15.25;1
17;3;2016;5;F3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;15.25;1
17;3;2016;6;A2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.51;1
17;3;2016;6;A5;Butterflies;Lepidoptera;Pieridae;Colias_croceus;LEMA;LEMA;14.51;1
17;3;2016;6;B1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.51;2
17;3;2016;6;B3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.51;1
17;3;2016;6;B5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.51;1
17;3;2016;6;E6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.51;1
17;3;2016;7;B4;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;14.12;1
17;3;2016;7;C6;Flies;Diptera;Syrphidae;NA;BEMA;BEMA;14.12;1
17;3;2016;7;D5;Flies;Diptera;NA;NA;CHFU;CHFU;14.12;1
17;3;2016;7;E1;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;14.12;1
17;3;2016;7;E1;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;14.12;1
17;3;2016;7;E4;Flies;Diptera;NA;NA;CHFU;CHFU;14.12;1
17;3;2016;8;B5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;13.40;1
17;3;2016;8;B6;Flies;Diptera;NA;NA;CHFU;CHFU;13.40;1
17;3;2016;8;C1;Flies;Diptera;Syrphidae;NA;BEMA;BEMA;13.40;1
17;3;2016;8;C3;Beetles;Coleoptera;NA;NA;CHFU;CHFU;13.40;1
17;3;2016;8;C4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;1
17;3;2016;8;D3;Beetles;Coleoptera;NA;NA;CHFU;CHFU;13.40;1
17;3;2016;8;D4;Flies;Diptera;NA;NA;CHFU;CHFU;13.40;1
17;3;2016;8;D6;Flies;Diptera;NA;NA;BEMA;BEMA;13.40;1
17;3;2016;8;F1;Bees;Hymenoptera;Andrenidae;Andrena_sp.;BEMA;BEMA;13.40;1
17;3;2016;9;C1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.37;1
17;3;2016;9;D5;Flies;Diptera;NA;NA;BEMA;BEMA;12.37;1
17;3;2016;9;E3;Flies;Diptera;NA;NA;CHFU;CHFU;12.37;1
17;3;2016;9;E4;Bees;Hymenoptera;Andrenidae;Andrena_sp.;CHFU;CHFU;12.37;1
17;3;2016;9;E4;Beetles;Coleoptera;NA;NA;BEMA;BEMA;12.37;1
17;3;2016;9;E4;Beetles;Coleoptera;NA;NA;CHFU;CHFU;12.37;1
17;3;2016;9;E4;Flies;Diptera;NA;NA;BEMA;BEMA;12.37;1
17;3;2016;9;E4;Flies;Diptera;NA;NA;CHFU;CHFU;12.37;1
17;3;2016;9;E5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;12.37;1
17;3;2016;9;E6;Flies;Diptera;NA;NA;CHFU;CHFU;12.37;1
17;3;2016;9;F5;Flies;Diptera;NA;NA;CHFU;CHFU;12.37;2
17;3;2016;9;F6;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;12.37;1
18;3;2019;1;A1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;B2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.15;1
18;3;2019;1;B2;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;C2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;C4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.15;1
18;3;2019;1;C5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;C5;Flies;Diptera;NA;NA;LEMA;LEMA;11.15;1
18;3;2019;1;D2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.15;1
18;3;2019;1;D3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;D5;Beetles;Coleoptera;Buprestidae;Anthaxia_semicuprea;LEMA;LEMA;11.15;1
18;3;2019;1;D5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;E1;Flies;Diptera;Tabanidae;Melanopangonius_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;E2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.15;1
18;3;2019;1;E2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;E3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.15;1
18;3;2019;1;E4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.15;3
18;3;2019;1;F1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;F1;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;F1;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;LEMA;LEMA;11.15;2
18;3;2019;1;F2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;F3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;F3;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.15;1
18;3;2019;1;F4;Beetles;Coleoptera;Mordellidae;NA;LEMA;LEMA;11.15;1
18;3;2019;2;A4;Flies;Diptera;Stratiomyidae;Nemotelus_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;B2;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;B4;Beetles;Coleoptera;Melyridae;NA;LEMA;LEMA;11.17;1
18;3;2019;2;B4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.17;1
18;3;2019;2;B5;Flies;Diptera;Calliphoridae;NA;ME;ME;11.17;1
18;3;2019;2;C1;Flies;Diptera;Syrphidae;Eupeodes_corollae;LEMA;LEMA;11.17;1
18;3;2019;2;C3;Flies;Diptera;Stratiomyidae;Nemotelus_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;C5;Flies;Diptera;Syrphidae;Eupeodes_corollae;LEMA;LEMA;11.17;1
18;3;2019;2;D3;Flies;Diptera;Calliphoridae;NA;ME;ME;11.17;1
18;3;2019;2;D4;Flies;Diptera;Stratiomyidae;Nemotelus_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;D5;Flies;Diptera;Syrphidae;Eupeodes_corollae;LEMA;LEMA;11.17;1
18;3;2019;2;D6;Flies;Diptera;Stratiomyidae;Nemotelus_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;E4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.17;1
18;3;2019;2;E4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.17;1
18;3;2019;2;E5;Flies;Diptera;Stratiomyidae;Nemotelus_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;E6;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.17;1
18;3;2019;2;F2;Beetles;Coleoptera;Melyridae;NA;LEMA;LEMA;11.17;1
18;3;2019;2;F3;Flies;Diptera;Stratiomyidae;Nemotelus_sp.;LEMA;LEMA;11.17;1
18;3;2019;2;F4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.17;1
18;3;2019;3;B1;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;B3;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;C3;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.50;1
18;3;2019;3;C4;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;D2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.50;1
18;3;2019;3;D2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.50;2
18;3;2019;3;D2;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;D3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.50;1
18;3;2019;3;D3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;D3;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;D5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.50;2
18;3;2019;3;D5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;D6;Flies;Diptera;Syrphidae;Chrysotoxum_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;D6;Flies;Diptera;Syrphidae;Scaeva_sp.;LEMA;LEMA;11.50;2
18;3;2019;3;E1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.50;1
18;3;2019;3;E2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.50;1
18;3;2019;3;E4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;F1;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;LEMA;LEMA;11.50;1
18;3;2019;3;F5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.50;1
18;3;2019;3;F5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.50;1
18;3;2019;4;A1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.52;1
18;3;2019;4;A2;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;11.52;1
18;3;2019;4;B2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.52;1
18;3;2019;4;B4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.52;1
18;3;2019;4;C1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.52;1
18;3;2019;4;C2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.52;1
18;3;2019;4;C2;Flies;Diptera;NA;NA;CHFU;CHFU;11.52;4
18;3;2019;4;C3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.52;1
18;3;2019;4;C4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.52;1
18;3;2019;4;C4;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;11.52;1
18;3;2019;4;C6;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.52;1
18;3;2019;4;D2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.52;1
18;3;2019;4;E1;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;11.52;1
18;3;2019;6;A1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;12.27;1
18;3;2019;6;A1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;A3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;A6;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B1;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B1;Flies;Diptera;NA;NA;LEMA;LEMA;12.27;1
18;3;2019;6;B3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;12.27;1
18;3;2019;6;B3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B3;Flies;Diptera;NA;NA;CHFU;CHFU;12.27;4
18;3;2019;6;B3;Flies;Diptera;Syrphidae;Eristalis_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B4;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;2
18;3;2019;6;B4;Flies;Diptera;Syrphidae;Eupeodes_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B4;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;C1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.27;1
18;3;2019;6;C1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;2
18;3;2019;6;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;2
18;3;2019;6;C6;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;LEMA;LEMA;12.27;1
18;3;2019;6;D1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.27;2
